,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable,neighbourhood_16th Street Heights,neighbourhood_Adams Morgan,neighbourhood_American University Park,neighbourhood_Anacostia,neighbourhood_Barney Circle,neighbourhood_Barry Farm,neighbourhood_Bellevue,neighbourhood_Benning,neighbourhood_Benning Heights,neighbourhood_Benning Ridge,neighbourhood_Berkley,neighbourhood_Bloomingdale,neighbourhood_Brentwood,neighbourhood_Brightwood,neighbourhood_Brookland,neighbourhood_Buena Vista,neighbourhood_Burleith,neighbourhood_Capitol Hill,neighbourhood_Carver Langston,neighbourhood_Cathedral Heights,neighbourhood_Central Northeast/Mahaning Heights,neighbourhood_Chevy Chase,"neighbourhood_Chevy Chase, MD",neighbourhood_Civic Betterment,neighbourhood_Cleveland Park,neighbourhood_Colonial Village,neighbourhood_Columbia Heights,neighbourhood_Congress Heights,neighbourhood_Crestwood,neighbourhood_Deanwood,neighbourhood_Douglass,neighbourhood_Downtown/Penn Quarter,neighbourhood_Dupont Circle,neighbourhood_Dupont Park,neighbourhood_East Corner,neighbourhood_Eastland Gardens,neighbourhood_Eckington,neighbourhood_Edgewood,neighbourhood_Fairlawn,neighbourhood_Foggy Bottom,neighbourhood_Forest Hills,neighbourhood_Fort Davis,neighbourhood_Fort Dupont,neighbourhood_Fort Lincoln,neighbourhood_Fort Totten,neighbourhood_Foxhall,neighbourhood_Friendship Heights,neighbourhood_Gallaudet,neighbourhood_Garfield Heights,neighbourhood_Gateway,neighbourhood_Georgetown,neighbourhood_Glover Park,neighbourhood_Good Hope,neighbourhood_Greenway,"neighbourhood_Hilcrest Heights/Marlow Heights, MD",neighbourhood_Hillbrook,neighbourhood_Hillcrest,neighbourhood_Ivy City,neighbourhood_Judiciary Square,neighbourhood_Kalorama,neighbourhood_Kent,neighbourhood_Kingman Park,neighbourhood_Knox Hill,neighbourhood_Lamond Riggs,neighbourhood_Langdon,neighbourhood_LeDroit Park,neighbourhood_Lincoln Heights,neighbourhood_Logan Circle,neighbourhood_Manor Park,neighbourhood_Marshall Heights,neighbourhood_Massachusetts Heights,neighbourhood_Michigan Park,neighbourhood_Mount Pleasant,neighbourhood_Mount Vernon Square,"neighbourhood_Mt Rainier/Brentwood, MD",neighbourhood_Navy Yard,neighbourhood_Naylor Gardens,neighbourhood_Near Northeast/H Street Corridor,neighbourhood_North Cleveland Park,neighbourhood_North Michigan Park,neighbourhood_Palisades,neighbourhood_Park View,neighbourhood_Petworth,neighbourhood_Pleasant Hill,neighbourhood_Pleasant Plains,neighbourhood_Randle Highlands,neighbourhood_River Terrace,neighbourhood_Shaw,neighbourhood_Shepherd Park,neighbourhood_Shipley Terrace,"neighbourhood_Silver Spring, MD",neighbourhood_Skyland,neighbourhood_Southwest Waterfront,neighbourhood_St. Elizabeths,neighbourhood_Stronghold,neighbourhood_Takoma,"neighbourhood_Takoma Park, MD",neighbourhood_Trinidad,neighbourhood_Truxton Circle,neighbourhood_Twining,neighbourhood_U Street Corridor,neighbourhood_Washington Highlands,neighbourhood_Wesley Heights,neighbourhood_West End,neighbourhood_Woodland,neighbourhood_Woodland-Normanstone Terrace,neighbourhood_Woodley Park,neighbourhood_Woodridge,property_type_Apartment,property_type_House,property_type_Other,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60
5783,38.89597,-76.98241,0.32663425997828094,-0.36651292058166435,-0.36651292058166435,0.0940478276166991,1.4214526816086592,4.605170185988092,1.2684529660545276,-4.605170185988091,-0.36651292058166435,1.949551840702297,0,0.7871950081766445,1.5227830126997552,2.302585092994046,2.302585092994046,2.1972245773362196,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5784,38.897240000000004,-76.91801,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4626737779454593,-4.605170185988091,,-4.605170185988091,-4.605170185988091,1.949551840702297,27,-0.36651292058166435,1.4775113193551406,2.302585092994046,2.302585092994046,2.302585092994046,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
5786,38.95888,-77.0314,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.6362353204949376,6.214608098422191,1.5271796258079011,-4.605170185988091,1.6473032557366176,1.7749349530624492,0,-4.605170185988091,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5787,38.93807,-77.01918,-0.36651292058166435,-0.90272045571788,-4.605170185988091,-4.605170185988091,1.6673892921414593,6.907755278982137,1.5271796258079011,-0.36651292058166435,-0.36651292058166435,1.949551840702297,0,0.0940478276166991,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
5789,38.90033,-76.94282,0.834032445247956,-0.36651292058166435,0.32663425997828094,0.6657298105782764,1.6327625287522542,5.521460917862246,1.6673892921414593,0.7320993680864453,-0.36651292058166435,0.9704217812773649,16,1.1926601162848087,1.5182757199460604,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5791,38.916129999999995,-77.00333,0.32663425997828094,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.5040351003996315,-4.605170185988091,1.4465648595477707,-4.605170185988091,0.0940478276166991,1.224127540701542,21,1.453173761903945,1.5182757199460604,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
5793,38.912009999999995,-77.04865,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.557077128137304,5.298317366548036,1.0971887003649488,-0.36651292058166435,-4.605170185988091,0.0940478276166991,0,0.47588499532711054,1.5182757199460604,2.0794415416798357,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
5794,38.91198,-77.00753,0.7871950081766445,-0.08742157179075505,0.32663425997828094,0.6657298105782764,1.73394680849809,6.214608098422191,1.7677968373611699,-0.36651292058166435,-0.36651292058166435,1.949551840702297,0,1.4012920835590674,1.5159789342503565,2.302585092994046,2.302585092994046,2.1972245773362196,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
5795,38.924890000000005,-77.03568,0.32663425997828094,-0.36651292058166435,-0.36651292058166435,-0.36651292058166435,1.611562712266506,5.991464547107982,1.1690321758870559,0.0940478276166991,0.0940478276166991,1.949551840702297,0,0.32663425997828094,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5796,38.89356,-76.98473,0.32663425997828094,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.5271796258079011,5.0106352940962555,1.3481114856713152,-0.36651292058166435,-0.36651292058166435,1.949551840702297,20,1.5089076184613552,1.5159789342503565,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5797,38.93309,-76.96689,0.9102350933653259,0.0940478276166991,0.47588499532711054,0.5831980807826592,1.8265804690638883,6.214608098422191,1.611562712266506,-4.605170185988091,0.0940478276166991,1.949551840702297,21,1.242924991852436,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
5800,38.910959999999996,-77.06614,0.47588499532711054,-4.605170185988091,-4.605170185988091,0.0940478276166991,1.611562712266506,5.521460917862246,1.5040351003996315,-0.36651292058166435,-0.36651292058166435,1.5040351003996315,20,1.4096066464289525,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5802,38.95485,-77.03549,-4.605170185988091,-0.90272045571788,-4.605170185988091,-4.605170185988091,1.3640546328884455,4.605170185988092,1.4465648595477707,-4.605170185988091,1.2036341000246709,1.949551840702297,0,-4.605170185988091,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5803,38.916540000000005,-77.03712,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.611562712266506,6.214608098422191,1.5159789342503565,-4.605170185988091,0.32663425997828094,1.3053227409632366,21,1.1811431408094568,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5804,38.95545,-77.01742,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3588769911382217,-4.605170185988091,0.834032445247956,-4.605170185988091,-4.605170185988091,1.2036341000246709,26,1.5514907132708071,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5805,38.8946,-76.99405,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4595599466308458,-4.605170185988091,,-0.36651292058166435,-4.605170185988091,0.6657298105782764,0,0.5831980807826592,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
5806,38.932109999999994,-77.03515,0.0940478276166991,-0.90272045571788,0.0940478276166991,0.0940478276166991,1.6362353204949376,-4.605170185988091,,-4.605170185988091,0.0940478276166991,1.224127540701542,0,0.874591382923689,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
5807,38.90667,-77.01177,0.32663425997828094,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.611562712266506,4.605170185988092,1.5271796258079011,-0.36651292058166435,0.0940478276166991,1.224127540701542,28,1.2684529660545276,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5809,38.878609999999995,-76.99233000000001,0.5831980807826592,-0.90272045571788,-0.36651292058166435,-0.36651292058166435,1.7086424843059957,-4.605170185988091,1.4096066464289525,0.32663425997828094,-4.605170185988091,1.224127540701542,0,1.3425100134968837,1.50648771329857,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5810,38.90521,-76.98674,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3640546328884455,4.605170185988092,1.1690321758870559,-4.605170185988091,-0.36651292058166435,1.949551840702297,30,1.2337220363428747,1.5136524718106426,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5811,38.878609999999995,-77.00323,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.611562712266506,-4.605170185988091,1.3640546328884455,-4.605170185988091,-4.605170185988091,1.949551840702297,23,0.0940478276166991,1.4775113193551406,1.9459101490553132,2.1972245773362196,2.1972245773362196,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5813,38.92264,-77.04205,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4054932385256123,5.0106352940962555,0.9962288929513948,-4.605170185988091,-0.36651292058166435,1.611562712266506,2,1.3308317646057786,1.4990284086108943,2.0794415416798357,2.302585092994046,2.302585092994046,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5815,38.898579999999995,-76.99262,0.7320993680864453,-0.36651292058166435,-0.36651292058166435,0.32663425997828094,1.6673892921414593,6.1092475827643655,1.611562712266506,0.5831980807826592,-0.36651292058166435,1.224127540701542,27,1.251764630741022,1.5015489517809617,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5817,38.91057,-77.02758,0.32663425997828094,-4.605170185988091,-0.36651292058166435,-0.36651292058166435,1.7157206962546658,-4.605170185988091,1.5271796258079011,-4.605170185988091,-4.605170185988091,1.949551840702297,11,1.3640546328884455,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5818,38.9215,-77.07518,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5744972839952205,6.214608098422191,1.2684529660545276,-4.605170185988091,-0.36651292058166435,1.4096066464289525,0,0.7320993680864453,1.5182757199460604,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5821,38.95944,-77.03078000000001,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.6362353204949376,6.214608098422191,1.224127540701542,-4.605170185988091,1.6473032557366176,1.7411295468056076,0,-4.605170185988091,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
